400701	69	181	59	118
400702	109	187	58	115
400703	226	189	62	123
400704	344	185	67	133
400705	404	196	60	120
400706	476	200	56	111
400707	574	203	58	116
400801	73	183	59	117
400802	115	186	59	117
400803	250	191	61	121
400804	364	180	69	138
400805	422	194	62	124
400806	513	195	58	117
400807	613	200	59	119
400901	66	181	59	117
400902	108	183	59	117
400903	216	190	52	104
400904	259	184	63	126
400905	380	181	69	137
400906	431	191	65	129
400907	540	194	60	119
400908	643	199	60	119
401001	58	183	60	119
401002	108	187	58	115
401003	207	194	52	105
401004	276	192	63	126
401005	428	189	68	135
401006	450	195	64	127
401101	56	182	60	120
401102	113	187	58	116
401103	201	193	54	107
401104	301	193	65	130
401105	428	186	70	139
401106	478	195	65	129
401107	621	198	60	120
401201	44	185	59	118
401202	111	187	58	117
401203	191	198	53	106
401204	318	197	63	126
401205	450	181	73	146
401206	499	198	64	127
401301	44	179	61	121
401302	111	181	59	118
401303	181	193	55	110
401304	333	191	68	135
401305	471	184	74	147
401306	522	190	69	138
401401	41	177	59	119
401402	111	180	59	117
401403	170	190	56	111
401404	358	185	71	142
401405	495	177	76	152
401406	550	192	67	135
401501	40	177	62	124
401502	114	182	57	114
401503	165	189	57	114
401504	383	189	71	141
401505	525	179	77	154
401506	585	190	68	136
401507	622	181	79	157
401601	43	179	61	122
401602	115	183	58	115
401603	160	192	56	112
401604	411	192	71	143
401605	548	176	77	154
401606	593	185	75	150
401701	43	177	60	119
401702	112	179	60	119
401703	155	191	56	112
401704	437	183	75	150
401705	558	181	75	150
401801	41	176	61	122
401802	112	182	57	113
401803	147	193	55	111
401804	462	186	77	154
401805	526	184	75	150
401806	600	174	79	158
401901	44	173	62	123
401902	116	179	57	114
401903	146	193	55	109
401904	497	181	78	155
401905	634	174	77	154
402001	44	177	59	118
402002	115	180	57	114
402003	143	191	56	112
402004	480	181	71	143
402005	528	183	82	163
402101	48	181	61	122
402102	118	184	59	118
402103	148	198	56	111
402104	462	187	73	146
402105	561	198	78	156
402201	48	181	61	121
402202	118	187	58	115
402203	150	198	56	113
402204	437	187	72	144
402205	585	192	85	171
402301	63	192	59	117
402302	136	193	57	114
402303	163	207	55	110
402304	430	196	70	140
402305	628	207	85	169
402401	90	190	61	123
402402	158	196	58	117
402403	191	209	55	111
402404	437	200	69	139
402405	633	209	66	132
402501	28	192	57	113
402502	103	193	59	117
402503	173	195	57	113
402504	203	210	51	102
402505	431	201	65	129
402506	614	212	65	130
402601	58	187	58	117
402602	134	183	61	122
402603	198	187	59	118
402604	237	199	55	109
402605	442	189	67	134
402606	610	198	66	131
500101	139	191	40	80
500102	220	198	41	81
500103	221	189	113	226
500104	315	223	95	189
500105	517	223	87	174
500201	213	191	44	88
500202	217	186	111	222
500203	312	219	93	186
500204	515	218	85	171
500301	216	178	114	227
500302	312	212	96	192
500303	519	214	87	174
500401	66	186	39	77
500402	215	181	113	226
500403	314	218	92	184
500404	515	208	90	180
500501	40	179	44	87
500502	215	183	115	229
500503	220	196	39	77
500504	319	219	93	186
500505	525	212	90	180
500601	212	188	111	223
500602	218	195	40	80
500603	310	223	93	185
500604	528	215	89	178
500701	217	195	41	82
500702	222	188	110	219
500703	312	218	95	190
500704	435	200	35	69
500705	482	198	38	75
500706	529	220	84	168
500801	217	190	43	86
500802	233	187	110	219
500803	314	215	94	188
500804	420	194	37	73
500805	465	194	37	73
500806	527	214	87	174
500901	33	175	38	76
500902	218	195	42	84
500903	240	195	107	213
500904	316	217	94	188
500905	404	195	37	74
500906	452	197	36	71
500907	527	217	88	176
500908	606	193	38	76
501001	33	181	39	78
501002	219	198	43	86
501003	237	196	113	226
501004	316	222	96	192
501005	390	201	36	73
501006	436	199	37	74
501007	528	220	88	175
501008	594	199	38	75
501101	39	182	41	81
501102	224	201	42	84
501103	232	186	120	240
501104	318	225	95	189
501105	383	203	36	72
501106	421	205	35	70
501107	529	218	90	180
501108	584	202	38	75
501201	218	200	45	90
501202	239	190	115	229
501203	321	227	91	182
501204	530	218	89	178
501301	221	202	43	85
501302	247	194	115	230
501303	252	204	43	86
501304	321	230	92	184
501305	528	224	86	172
501401	223	204	43	86
501402	248	195	114	228
501403	251	208	42	83
501404	318	230	94	187
501405	527	221	88	176
501501	30	192	41	82
501502	218	204	45	89
501503	246	200	113	225
501504	248	209	43	85
501505	318	234	93	186
501506	528	228	87	174
501601	33	188	43	85
501602	223	205	43	85
501603	234	197	114	227
501604	320	231	93	185
501605	529	224	88	176
501701	36	191	42	84
501702	221	208	44	87
501703	224	203	112	223
501704	316	234	94	187
501705	528	226	90	179
501801	33	195	41	82
501802	223	210	42	84
501803	224	203	111	221
501804	314	235	93	186
501805	475	203	41	81
501806	528	227	88	176
501901	31	188	43	85
501902	222	206	44	87
501903	223	201	109	217
501904	314	235	91	182
501905	530	219	91	181
502001	31	187	43	85
502002	223	199	45	90
502003	224	200	107	213
502004	317	231	91	181
502005	444	194	41	82
502006	532	221	89	177
502101	28	184	44	87
502102	220	197	104	208
502103	284	204	41	81
502104	317	228	90	179
502105	426	195	41	82
502106	530	220	88	175
502201	24	185	44	87
502202	196	194	41	81
502203	216	201	99	198
502204	309	227	90	179
502205	406	186	44	88
502206	534	220	87	174
502301	27	183	46	92
502302	186	194	42	83
502303	217	194	101	202
502304	312	225	87	174
502305	397	188	43	86
502306	537	215	90	179
502401	167	198	41	82
502402	208	199	99	198
502403	210	197	41	81
502404	283	202	42	83
502405	307	234	86	172
502406	380	194	41	81
502407	534	218	91	182
502501	146	197	43	85
502502	193	196	41	81
502503	216	201	95	190
502504	307	227	83	165
502505	363	196	42	84
502506	531	215	93	185
502601	137	199	41	81
502602	177	196	42	83
502603	222	199	92	184
502604	273	205	43	86
502605	292	205	41	81
502606	302	226	81	162
502607	349	193	44	87
502608	535	216	91	182
502701	119	199	43	85
502702	159	198	41	82
502703	214	203	88	175
502704	271	206	44	87
502705	290	204	42	84
502706	295	226	78	155
502707	525	222	87	174
502801	90	194	42	84
502802	133	197	41	81
502803	199	194	87	173
502804	265	204	44	87
502805	283	202	42	84
502806	283	218	76	152
502807	333	201	44	87
502808	506	222	86	171
502901	83	199	41	82
502902	123	196	42	83
502903	199	196	82	163
502904	273	205	45	90
502905	279	222	71	141
502906	339	207	41	82
502907	503	228	85	169
503001	62	197	41	82
503002	107	193	43	86
503003	192	199	79	157
503004	240	202	44	87
503005	272	221	67	133
503006	343	203	43	86
503007	483	229	81	162
503101	38	193	44	87
503102	86	196	42	83
503103	172	192	78	155
503104	233	201	44	88
503105	256	216	68	136
503106	337	201	44	88
503107	461	229	78	155
503201	71	202	41	82
503202	169	200	73	145
503203	237	204	43	86
503204	249	219	65	130
503205	292	206	42	84
503206	343	206	43	86
503207	443	223	78	155
503301	157	205	70	140
503302	221	199	44	87
503303	240	210	44	87
503304	242	222	61	121
503305	271	211	41	82
503306	295	211	42	83
503307	343	210	43	85
503308	422	224	74	147
503401	33	205	43	85
503402	149	202	70	139
503403	204	204	45	89
503404	230	227	61	121
503405	273	214	44	87
503406	296	213	42	84
503407	344	215	42	84
503408	403	229	71	141
503501	140	203	68	135
503502	180	196	46	91
503503	220	219	59	117
503504	268	211	44	87
503505	292	212	42	83
503506	345	212	41	82
503507	377	226	67	133
503601	28	207	43	85
503602	142	208	63	126
503603	210	219	58	116
503604	244	209	45	89
503605	271	213	42	84
503606	295	213	41	82
503607	342	214	42	83
503608	355	222	66	132
503701	49	206	44	88
503702	136	204	63	125
503703	201	222	54	108
503704	240	209	44	88
503705	270	211	45	90
503706	296	215	42	84
503707	334	224	61	121
503801	78	209	42	83
503802	130	207	60	119
503803	190	220	54	107
503804	238	210	45	89
503805	273	214	43	85
503806	312	224	59	118
503807	344	215	42	83
503808	613	232	72	143
503901	96	206	46	91
503902	119	206	60	120
503903	179	224	52	103
503904	239	211	44	87
503905	270	214	43	86
503906	282	224	57	114
503907	342	215	41	82
503908	580	231	67	134
504001	86	204	44	87
504002	111	207	59	117
504003	170	223	52	104
504004	238	214	44	87
504005	266	223	56	112
504006	295	217	43	85
504007	344	215	44	87
504008	546	227	68	135
504101	69	203	45	90
504102	107	207	58	115
504103	166	225	49	98
504104	246	222	57	113
504105	277	218	42	83
504106	298	217	42	83
504107	350	219	42	84
504108	517	226	67	133
504201	46	208	47	93
504202	103	210	56	111
504203	153	227	48	96
504204	228	228	53	106
504205	273	219	44	88
504206	298	215	43	85
504207	346	216	44	87
504208	485	231	62	123
504301	26	206	48	96
504302	93	217	54	107
504303	143	225	50	100
504304	215	229	52	103
504305	246	217	45	90
504306	276	219	45	89
504307	299	221	42	84
504308	351	223	42	83
504309	455	228	63	126
504401	89	211	55	110
504402	140	228	47	93
504403	200	227	52	104
504404	249	218	44	88
504405	275	222	44	88
504406	299	220	42	83
504407	351	223	42	83
504408	429	229	60	119
504501	81	208	52	104
504502	128	219	48	95
504503	186	223	50	99
504504	246	213	45	89
504505	277	215	43	86
504506	298	216	43	85
504507	352	216	43	85
504508	398	224	57	114
504601	70	199	53	105
504602	121	211	48	95
504603	176	215	49	97
504604	245	203	45	90
504605	274	206	45	89
504606	296	208	42	84
504607	347	211	42	83
504608	371	218	58	115
504701	68	195	52	104
504702	114	207	45	90
504703	172	207	50	99
504704	248	202	44	88
504705	277	203	44	88
504706	299	204	42	84
504707	349	206	58	116
504801	65	195	51	101
504802	106	209	44	87
504803	180	209	48	95
504804	252	202	45	89
504805	282	206	44	87
504806	307	205	41	82
504807	329	209	57	114
504901	59	195	50	99
504902	99	209	41	82
504903	177	212	46	91
504904	253	201	46	92
504905	283	205	44	87
504906	308	214	52	103
504907	357	206	42	83
505001	52	196	49	98
505002	92	209	42	84
505003	177	210	45	89
505004	255	205	45	90
505005	296	216	51	102
505006	363	209	42	84
505101	42	195	48	96
505102	78	206	44	87
505103	177	207	44	88
505104	257	205	43	86
505105	270	213	52	103
505106	308	207	42	84
505107	360	208	42	83
505108	417	202	44	87
505201	33	197	49	97
505202	71	208	42	83
505203	181	214	42	83
505204	254	219	48	95
505205	288	210	44	87
505206	313	205	44	88
505207	365	208	43	86
505208	426	203	43	86
505301	58	208	42	83
505302	179	211	42	83
505303	237	219	45	90
505304	262	207	44	88
505305	293	213	42	84
505306	313	211	42	83
505307	363	208	43	86
505308	427	202	45	89
505401	184	215	41	81
505402	217	224	47	93
505403	259	211	46	91
505404	293	215	41	82
505405	312	214	42	84
505406	366	215	42	83
505407	434	207	45	90
600101	119	191	37	74
600102	153	191	36	71
600103	208	185	39	78
600104	260	187	50	99
600105	289	183	50	99
600106	327	181	47	93
600107	396	187	53	106
600108	438	180	55	110
600109	459	195	53	106
600110	501	193	49	97
600111	535	189	58	115
600201	122	183	43	85
600202	153	189	39	77
600203	226	186	40	79
600204	257	189	46	92
600205	281	182	49	98
600206	326	184	47	94
600207	351	183	47	93
600208	421	183	54	108
600209	467	180	56	111
600210	490	199	50	100
600211	529	192	52	104
600212	563	187	57	114
600213	617	187	53	105
600301	123	181	42	83
600302	151	184	36	72
600303	242	182	47	93
600304	269	178	48	95
600305	349	180	46	92
600306	375	176	48	96
600307	446	182	54	108
600308	496	174	56	111
600309	513	195	53	105
600310	561	192	49	97
600311	642	180	55	110
600401	110	182	39	77
600402	140	185	37	73
600403	227	185	43	86
600404	246	176	48	96
600405	365	178	49	98
600406	390	179	47	93
600407	433	189	38	75
600408	462	183	56	111
600409	514	177	56	111
600410	529	194	56	111
600411	549	176	57	113
600501	209	178	44	88
600502	231	176	47	93
600503	264	173	48	95
600504	377	177	49	98
600505	401	174	48	96
600506	437	185	40	79
600507	476	178	60	119
600508	539	190	59	117
600509	579	159	141	281
600601	198	182	41	82
600602	220	178	44	88
600603	283	176	47	94
600604	397	176	51	102
600605	423	174	51	102
600606	449	184	44	87
600607	498	178	62	123
600608	536	168	153	306
600701	186	180	44	88
600702	211	180	43	85
600703	295	177	49	98
600704	414	175	52	103
600705	437	180	52	103
600706	487	159	162	321
600801	178	181	42	84
600802	198	181	42	84
600803	306	179	50	100
600804	429	182	54	108
600805	437	150	171	330
600806	601	196	59	118
600807	629	175	59	118
600901	163	185	41	81
600902	183	180	43	86
600903	318	183	50	99
600904	356	158	184	322
600905	540	184	68	135
600906	610	196	62	123
601001	161	186	39	78
601002	181	184	39	77
601003	438	197	44	87
601004	464	186	53	106
601005	493	181	53	105
601006	632	191	69	137
601101	68	188	40	79
601102	154	188	40	80
601103	174	183	38	76
601104	349	183	58	115
601105	441	198	46	91
601106	476	187	56	112
601107	508	186	54	107
601201	379	188	56	111
601202	449	201	46	92
601203	500	185	59	117
601204	532	188	54	107
601205	586	189	72	144
601206	619	195	60	120
601301	143	184	40	80
601302	166	183	38	76
601303	398	190	59	118
601304	456	200	48	95
601305	491	199	46	92
601306	514	187	60	119
601307	551	184	59	117
601308	593	187	73	146
601309	628	192	69	137
601401	88	179	44	87
601402	112	178	42	83
601403	145	182	36	72
601404	166	182	37	74
601405	422	184	61	121
601406	467	198	50	100
601407	501	196	51	101
601408	538	183	63	125
601409	610	185	77	154
601501	76	184	41	82
601502	110	184	42	83
601503	128	181	40	79
601504	449	189	63	125
601505	478	204	50	99
601506	505	202	52	103
601507	559	192	62	124
601508	617	182	84	167
601601	85	183	42	84
601602	123	177	45	90
601603	462	192	68	135
601604	508	199	52	103
601605	615	180	86	172
601701	141	176	43	86
601702	155	179	42	83
601703	479	188	69	138
601704	510	198	54	108
601705	595	183	65	129
601706	623	181	87	174
601801	503	188	74	147
601802	612	183	68	136
601901	508	201	58	115
601902	530	197	75	150
602001	520	200	62	123
602101	173	176	46	92
602102	518	203	67	133
602103	575	182	80	160
602201	195	177	44	87
602202	246	173	49	97
602203	528	207	67	134
602204	577	183	86	171
602301	218	179	41	82
602302	261	175	50	99
602303	285	174	46	91
602304	537	207	70	140
602401	235	174	50	100
602402	291	174	51	102
602403	310	177	46	91
602501	257	179	47	93
602502	313	175	50	100
602503	331	173	49	97
602504	526	182	99	198
602505	600	178	120	243
602601	279	179	46	92
602602	304	176	43	85
602603	342	182	49	98
602604	362	178	48	96
602605	494	176	110	220
602606	593	175	124	248
602701	307	181	49	97
602702	374	183	48	96
602703	392	182	49	98
602704	473	180	114	228
602705	568	179	129	257
602801	330	183	49	97
602802	401	187	51	101
602803	424	180	49	97
602804	443	177	122	243
602805	537	174	136	272
602901	399	178	129	258
602902	518	176	138	275
602903	596	160	124	280
603001	486	170	145	289
603002	584	190	136	285
603101	296	176	145	290
603102	458	166	139	277
700101	231	179	138	276
700102	360	202	105	209
700201	256	165	133	265
700202	378	185	101	203
700301	277	154	133	265
700302	404	185	98	196
700401	256	163	126	251
700402	385	189	94	188
700501	267	170	119	238
700502	391	192	92	184
700601	283	159	118	236
700602	400	185	90	181
700701	311	189	114	228
700702	418	201	93	186
700801	328	192	110	219
700802	432	211	87	174
700901	321	207	49	98
700902	352	192	107	214
700903	449	211	84	167
701001	297	212	53	106
701002	333	202	103	207
701003	424	217	81	163
701101	291	211	53	105
701102	336	193	102	203
701103	430	211	78	156
701201	293	217	55	110
701202	354	203	98	196
701203	441	218	77	153
701301	280	221	55	110
701302	347	203	93	186
701303	430	213	77	153
701401	270	222	57	113
701402	345	196	95	191
701403	432	214	76	152
701501	278	210	55	109
701502	342	203	91	182
701503	423	219	74	148
701601	283	208	54	108
701602	353	197	88	176
701603	432	211	72	144
701701	367	198	88	175
701702	460	215	70	140
701801	359	199	84	167
701802	447	212	69	139
701901	242	212	63	126
701902	362	189	83	165
701903	450	205	69	137
702001	121	213	150	267
702002	218	212	63	127
702003	258	219	147	261
702004	350	186	80	160
702005	441	205	64	128
702101	123	219	147	261
702102	259	226	139	254
702103	340	192	77	153
702104	431	203	64	128
702201	136	234	137	246
702202	265	244	127	236
702203	336	210	78	155
702204	418	218	65	131
702301	164	228	132	252
702302	281	240	125	240
702303	348	208	76	152
702304	426	221	61	122
702401	155	222	62	123
702402	177	229	129	251
702403	284	234	124	246
702404	353	205	71	142
702405	420	217	59	118
702501	147	203	63	125
702502	192	203	73	146
702503	203	208	126	251
702504	282	184	56	112
702505	300	217	115	230
702506	426	196	59	117
702601	128	188	65	131
702602	175	189	75	151
702603	221	188	123	247
702604	303	203	112	224
702605	365	168	71	142
702606	425	180	59	118
702701	104	201	67	134
702702	159	204	77	154
702703	215	197	117	234
702704	295	207	109	218
702705	355	179	69	138
702706	412	192	53	105
702801	82	191	68	136
702802	144	192	80	159
702803	224	191	111	221
702804	305	198	104	208
702805	358	173	67	134
702806	405	182	55	110
702901	61	175	69	137
702902	136	178	80	160
702903	233	176	108	216
702904	308	185	100	199
702905	358	163	61	122
702906	402	164	55	109
703001	55	176	73	145
703002	126	179	85	170
703003	245	171	103	207
703004	327	184	94	188
703005	401	162	54	109
703101	63	188	71	142
703102	125	196	84	168
703103	257	176	61	122
703104	280	182	101	201
703105	351	187	95	189
703106	424	169	52	104
703201	31	170	77	154
703202	95	175	92	184
703203	243	162	64	128
703204	274	168	98	195
703205	352	173	89	178
703206	411	153	53	106
703301	1	206	80	159
703302	61	212	94	188
703303	219	188	68	136
703304	263	199	93	185
703305	337	203	86	172
703401	9	218	80	159
703402	69	228	94	188
703403	233	205	67	134
703404	274	213	60	121
703405	295	212	89	178
703406	359	215	85	170
703501	25	227	85	169
703502	89	238	101	201
703503	261	213	70	139
703504	302	220	62	123
703505	325	224	86	172
703506	391	223	83	165
703601	42	244	84	167
703602	92	249	103	205
703603	281	228	70	140
703604	325	238	62	124
